번호,관리기관명(필수),도로명주소(필수),주소(선택),설치목적구분(필수),위도(필수),경도(필수),카메라 대수(필수),카메라화소수(선택),촬영방면정보(선택),보관일수(선택),설치연월(선택),관리기관전화번호(선택),데이터기준일자(필수),관리번호(임의),카메라명(임의),설치목적구분상세(임의),"개소별
대역폭(임의)",통신망(임의)
1060,천안시,,충청남도 천안시 동남구 청당동 5-29,,36.787912,127.161259,1,,,,,,,E16C010-09,E16C010-09_1_청당동 5-29(청수동방범10)_PTZ,방범(주택가),-,청수동 자가망
1061,천안시,,충청남도 천안시 동남구 청당동 672,,36.785016,127.161282,1,,,,,,,E16C011-09,E16C011-09_1_청당동 672(청수동방범6)_PTZ,방범(주택가),-,청수동 자가망
1062,천안시,,충청남도 천안시 동남구 청당동 952,,36.785391,127.155745,2,,,,,,,E16C012-09,E16C012-09_1_청당동 952(청수동방범9)_PTZ,방범(주택가),-,청수동 자가망
1063,천안시,,충청남도 천안시 동남구 청당동 548,,36.782903,127.154907,2,,,,,,,E16C013-09,E16C013-09_1_청당동 548(청수동방범11)_PTZ,방범(주택가),-,청수동 자가망
1064,천안시,,충청남도 천안시 동남구 청수동 351,,36.788782,127.155608,2,,,,,,,E16C015-09,E16C015-09_1_청수동 351(청수동방범13)_PTZ,방범(주택가),-,청수동 자가망
1065,천안시,,충청남도 천안시 동남구 청당동 695,,36.785386,127.159554,5,,,,,,,E16C016-09,E16C016-09_1_청당동 695(청수동방범14)_PTZ,방범(주택가),-,청수동 자가망
1066,천안시,,충청남도 천안시 동남구 청당동 898,,36.782712,127.161137,2,,,,,,,E16C017-09,E16C017-09_1_청당동 898(청수동방범15)_PTZ,방범(주택가),-,청수동 자가망
1067,천안시,,충청남도 천안시 동남구 청당동 474,,36.786383,127.150661,2,,,,,,,E16C018-09,E16C018-09_1_청당동 470(청수동방범4버들휴먼시아2단지206동뒤)_PTZ,방범(주택가),-,청수동 자가망
1068,천안시,,충청남도 천안시 동남구 청수동 366,,36.789491,127.156814,2,,,,,,,E16C019-09,E16C019-09_1_청수동 366(청수동방범5)_PTZ,방범(주택가),-,청수동 자가망
1069,천안시,,충청남도 천안시 동남구 청수동 330,,36.783806,127.159048,2,,,,,,,E16C020-09,E16C020-09_1_청수동 330(청수동방범8)_PTZ,방범(주택가),-,청수동 자가망
1070,천안시,,충청남도 천안시 동남구 청수동 270,,36.78842,127.147644,2,,,,,,,E16C022-09,E16C022-09_1_청수동 270(청수동방범1우리주유소맞은편)_PTZ,방범(주택가),-,청수동 자가망
1071,천안시,,충청남도 천안시 동남구 청수동 270,,36.787379,127.147085,2,,,,,,,E16C023-09,E16C023-09_1_청수동 270(청수동방범2청수동방범2우리주유소맞은편)_PTZ,방범(주택가),-,청수동 자가망
1072,천안시,,충청남도 천안시 동남구 청수동 270,,36.785781,127.150959,2,,,,,,,E16C024-09,E16C024-09_1_청수동 270(청수동방범3휴먼시아204동뒤큰길건너)_PTZ,방범(주택가),-,청수동 자가망
1073,천안시,,충청남도 천안시 동남구 삼룡동 117-1,,36.783974,127.169285,1,,,,,,,E16C027-14,E16C027-14_1_삼룡동 117-1(삼거리공원매점옆)_PTZ,방범(주택가),10M,KT
1074,천안시,,충청남도 천안시 동남구 삼룡동 297-2,,36.782973,127.167037,1,,,,,,,E16C028-14,E16C028-14_1_삼룡동 297-2(삼거리공원꽃터널입구옆)_PTZ,방범(주택가),10M,KT
1075,천안시,,충청남도 천안시 동남구 구성동 446-17,,36.795648,127.161617,4,,,,,,,E16C029-14,E16C029-14_1_구성동 446-17(창대빌라인근)_PTZ,방범(주택가),10M,KT
1076,천안시,,충청남도 천안시 동남구 청당동 385-15,,36.778377,127.14048,1,,,,,,,E16C031-11,E16C031-11_1_청당동 385-15(신도브래뉴앞도로_청당마을신도브래뉴아파트방향),방범(주택가),10M,LG
1077,천안시,,충청남도 천안시 동남구 구성동 471-2,,36.797039,127.160028,1,,,,,,,E16C032-11,E16C032-11_1_구성동 471-2(대명장앞)_PTZ,방범(주택가),10M,LG
1078,천안시,,충청남도 천안시 동남구 청수동 209,,36.792675,127.156259,2,,,,,,,E16C033-12,E16C033-12_1_청수동 209(극동1차아파트북측도로)_지능형,방범(주택가),10M,KT
1079,천안시,,충청남도 천안시 동남구 구성동 446-3,,36.796187,127.162833,4,,,,,,,E16C033-18,E16C033-18_1_구성동 446-3(창대빌라앞_충무로방향),방범(주택가),10M,KT
1080,천안시,,충청남도 천안시 동남구 구성동 172-3,,36.791487,127.169997,2,,,,,,,E16C034-12,E16C034-12_1_구성동 172-3(고속도로밑입구_구성2교방향),방범(주택가),10M,KT
1081,천안시,,충청남도 천안시 동남구 구성동 387-30,,36.795934,127.157558,3,,,,,,,E16C034-18,E16C034-18_1_구성동 387-30(대우아트하우스초입_영웅플러스빌아파트방향),방범(주택가),10M,KT
1082,천안시,,충청남도 천안시 동남구 삼룡동 147-1,,36.78252,127.173013,2,,,,,,,E16C035-13,E16C035-13_1_삼룡동 147-1(신아원 입구),방범(주택가),10M,KT
1083,천안시,,충청남도 천안시 동남구 구성동 431-9,,36.798188,127.161873,4,,,,,,,E16C035-18,E16C035-18_1_구성동 431-9(비둘기맨션앞_세인트요양병원방향),방범(주택가),10M,KT
1084,천안시,,충청남도 천안시 동남구 구성동 293-21,,36.793516,127.16141,3,,,,,,,E16C036-13,E16C036-13_1_구성동 293-21(쌍용아파트 입구),방범(주택가),10M,KT
1085,천안시,,충청남도 천안시 동남구 청수동 213-63,,36.794168,127.152535,3,,,,,,,E16C036-18,E16C036-18_1_청수동 213-63(남양유업뒤마을입구)_PTZ,방범(주택가),10M,KT
1086,천안시,,충청남도 천안시 동남구 구룡동 280-2,,36.766678,127.149144,1,,,,,,,E16C037-13,E16C037-13_1_구룡동 281(마을회관 앞),방범(주택가),10M,KT
1087,천안시,,충청남도 천안시 동남구 삼룡동 113,,36.781327,127.16882,3,,,,,,,E16C037-18,E16C037-18_1_삼룡동 113(지하도앞_천안여자고등학교방향),방범(주택가),10M,KT
1088,천안시,,충청남도 천안시 동남구 청당동 115-9,,36.778175,127.157124,3,,,,,,,E16C038-14,E16C038-14_1_청당동 115-9(도광사 입구),방범(주택가),10M,KT
1089,천안시,,충청남도 천안시 동남구 구성동 21-16,,36.80248,127.167839,2,,,,,,,E16C038-16,E16C038-16_1_구성동 21-16(장성3길입구)_PTZ,방범(주택가),10M,KT
1090,천안시,,충청남도 천안시 동남구 삼룡동 278-8,,36.787179,127.168226,3,,,,,,,E16C039-14,E16C039-14_1_삼룡동 278-8(능수빌라 앞),방범(주택가),10M,KT
1091,천안시,,충청남도 천안시 동남구 구룡동 244,,36.773288,127.147082,3,,,,,,,E16C039-17,E16C039-17_1_구룡동 244(마을입구_용평사거리방향),방범(주택가),10M,KT
1092,천안시,,충청남도 천안시 동남구 구성동 481-19,,36.796499,127.158294,4,,,,,,,E16C040-16,E16C040-16_1_구성동 481-19-1(영웅아파트 옆 사거리_청수산림공원방향),방범(주택가),10M,KT
1093,천안시,,충청남도 천안시 동남구 구룡동 631-1,,36.764151,127.139477,1,,,,,,,E16C040-17,E16C040-17_1_구룡동 631-1(구룡2통마을입구_천안새샘초등학교방향),방범(주택가),10M,KT
1094,천안시,,충청남도 천안시 동남구 구룡동 27-9,,36.762449,127.15814,1,,,,,,,E16C041-14,E16C041-14_1_구룡동 27-9(용평사거리 남측 100미터),방범(주택가),10M,LG
1095,천안시,,충청남도 천안시 동남구 삼룡동 226-29,,36.788597,127.168207,3,,,,,,,E16C041-16,E16C041-16_1_삼룡동 226-29(부강슈퍼앞_신성천안미소지움아파트방향),방범(주택가),10M,KT
1096,천안시,,충청남도 천안시 동남구 구성동 433-5,,36.797729,127.160913,4,,,,,,,E16C041-17,E16C041-17_1_구성동 433-5(예수그리스도 후기성도교회 앞_충무로방향),방범(주택가),10M,KT
1097,천안시,,충청남도 천안시 동남구 삼룡동 346-2,,36.778375,127.166041,2,,,,,,,E16C042-14,E16C042-14_1_삼룡동 346-2(성실교회 뒤)_자체저장,방범(주택가),10M,KT
1098,천안시,,충청남도 천안시 동남구 청당동 143-17,,36.780128,127.156361,3,,,,,,,E16C042-16,E16C042-16_1_청당동 143-17(청당벽산아파트입구)_PTZ,방범(주택가),10M,KT
1099,천안시,,충청남도 천안시 동남구 구성동 388-72,,36.793169,127.160086,3,,,,,,,E16C042-17,E16C042-17_1_구성동 388-72(구성동아이파크@101동과야산사잇길_쌍용아파트방향),방범(주택가),10M,KT
1100,천안시,,충청남도 천안시 동남구 삼룡동 341-20,,36.779184,127.167361,2,,,,,,,E16C043-14,E16C043-14_1_삼룡동 341-20(삼거리 경로당)_자체저장,방범(주택가),10M,KT
1101,천안시,,충청남도 천안시 동남구 구성동 154-9,,36.78928,127.174301,2,,,,,,,E16C043-15,E16C043-15_1_구성동 154-9(베리웨딩홀옆)_PTZ,방범(주택가),10M,KT
1102,천안시,,충청남도 천안시 동남구 청수동 292,,36.7873,127.152797,3,,,,,,,E16C043-16,E16C043-16_1_청수동 292(청수초건너원룸촌_청수호수공원방향),방범(주택가),10M,KT
1103,천안시,,충청남도 천안시 동남구 청당동 371-6,,36.775517,127.143616,3,,,,,,,E16C043-17,E16C043-17_1_청당동 371-6(마을입구앞교차로_광풍로방향),방범(주택가),10M,KT
1104,천안시,,충청남도 천안시 동남구 삼룡동 231,,36.79009,127.167359,3,,,,,,,E16C044-14,E16C044-14_1_삼룡동 231(가보관광)_자체저장,방범(주택가),10M,KT
1105,천안시,,충청남도 천안시 동남구 구성동 479-9,,36.797926,127.157418,2,,,,,,,E16C044-15,E16C044-15_1_구성동 479-9(동아맨션나동옆)_PTZ,방범(주택가),10M,KT
1106,천안시,,충청남도 천안시 동남구 청수동 391,,36.791051,127.158359,4,,,,,,,E16C044-16,E16C044-16_1_청수동 391(청수고옆LGSK110동앞)_PTZ,방범(주택가),10M,KT
1107,천안시,,충청남도 천안시 동남구 청수동 218-157,,36.79484,127.153803,2,,,,,,,E16C044-17,E16C044-17_1_청수동 218-157(골목_보광사방향),방범(주택가),10M,KT
1108,천안시,,충청남도 천안시 동남구 삼룡동 398-2,,36.787157,127.167279,3,,,,,,,E16C045-14,E16C045-14_1_삼룡동 398-2(선진기업)_자체저장,방범(주택가),10M,KT
1109,천안시,,충청남도 천안시 동남구 청수동 230-12,,36.79173,127.1505,2,,,,,,,E16C045-15,E16C045-15_1_청수동 230-12(구청수목욕탕앞)_PTZ,방범(주택가),10M,KT
1110,천안시,,충청남도 천안시 동남구 청수동 239-1,,36.790302,127.152082,2,,,,,,,E16C045-17,E16C045-17_1_청수동 239-1(극동2차에서청수초등학교가는방향_청수산림공원방향),방범(주택가),10M,KT
1111,천안시,,충청남도 천안시 동남구 청수동 218-8,,36.796046,127.153856,2,,,,,,,E16C046-15,E16C046-15_1_청수동 218-8(일광주택지나산쪽커브길)_PTZ,방범(주택가),10M,LG
1112,천안시,,충청남도 천안시 동남구 구성동 479-11,,36.798202,127.157414,2,,,,,,,E16C047-15,E16C047-15_1_구성동 479-11(동아맨션개울가쪽)_PTZ,방범(주택가),10M,KT
1113,천안시,,충청남도 천안시 동남구 청수동 216-40,,36.793789,127.150832,2,,,,,,,E16C048-15,E16C048-15_1_청수동 216-40(치킨타임호프 앞)_PTZ,방범(주택가),10M,KT
1114,천안시,,충청남도 천안시 동남구 구성동 445-1,,36.796883,127.160789,3,,,,,,,E16C090-19,E16C090-19_1_구성동 445-1(민경헤어 앞),방범(주택가),10M,KT
1115,천안시,,충청남도 천안시 동남구 구성동 480-1,,36.797431,127.158846,3,,,,,,,E16C091-19,E16C091-19_1_구성동 480-1(바인하이츠빌 앞 삼거리),방범(주택가),10M,KT
1116,천안시,,충청남도 천안시 동남구 구룡동 599-3,,36.766427,127.138322,2,,,,,,,E16C092-19,E16C092-19_1_구룡동 599-3(구룡2통 노인회관)_PTZ,방범(주택가),10M,KT
1117,천안시,,충청남도 천안시 동남구 삼룡동 208-12,,36.7845,127.17054,2,,,,,,,E16C093-19,E16C093-19_1_삼룡동 208-13(삼룡2통 노인회관 앞)_PTZ,방범(주택가),10M,KT
1118,천안시,,충청남도 천안시 동남구 청당동 643,,36.786221,127.160256,3,,,,,,,E16C094-19,E16C094-19_1_청당동 643(미루빌 앞),방범(주택가),10M,KT
1119,천안시,,충청남도 천안시 동남구 삼룡동 253-2,,36.788382,127.163526,1,,,,,,,E16C095-19,E16C095-19_1_삼룡동 248-2(천안 한일교외 앞)_PTZ,방범(주택가),10M,KT
1120,천안시,,충청남도 천안시 동남구 청수동 183,,36.791235,127.152638,2,,,,,,,E16C096-19,E16C096-19_1_청수동 184-20(극동2차아파트 뒤 산책로)_PTZ,방범(주택가),10M,KT
1121,천안시,,충청남도 천안시 동남구 삼룡동 142-3,,36.784023,127.171214,3,,,,,,,E16C097-18,E16C097-18_1_삼룡동 142-9(마을내사거리),방범(주택가),10M,KT
1122,천안시,,충청남도 천안시 동남구 청수동 233-2,,36.788918,127.146991,2,,,,,,,E16C097-19,E16C097-19_1_청수동 233-2(청수지하차도 청수도 방면),방범(주택가),10M,KT
1123,천안시,,충청남도 천안시 동남구 삼룡동 387-2,,36.784664,127.174456,2,,,,,,,E16C098-18,E16C098-18_1_삼룡동 387-2(마을입구터널앞),방범(주택가),10M,KT
1124,천안시,,충청남도 천안시 동남구 청당동 546,,36.781711,127.158386,2,,,,,,,E16C098-19,E16C098-19_1_청당동 546(송전탑 인근 등산로),방범(주택가),10M,KT
1125,천안시,,충청남도 천안시 동남구 구성동 463-1,,36.794837,127.160868,3,,,,,,,E16C099-19,E16C099-19_1_구성동 462-3(광교로와 삼룡천2길 교차점),방범(주택가),10M,KT
1126,천안시,,충청남도 천안시 동남구 구성동 449-10,,36.795307,127.16383,5,,,,,,,E16C100-16,E16C100-16_1_구성동 449-10(참사랑 방문요양센터 앞)_PTZ,방범(주택가),10M,KT
1127,천안시,,충청남도 천안시 동남구 청수동 219-67,,36.797086,127.153601,2,,,,,,,E16C101-16,E16C101-16_1_청수동 219-67(현대아파트후문길_휴먼시아아파트방향),방범(주택가),10M,KT
1128,천안시,,충청남도 천안시 동남구 구성동 471-1,,36.797233,127.159424,2,,,,,,,E16C102-16,E16C102-16_1_구성동 471-1(삼룡교아래산책로_남산파출소방향),방범(주택가),10M,LG
1129,천안시,,충청남도 천안시 동남구 영성동 161-7,,36.798018,127.153494,2,,,,,,,E16C103-16,E16C103-16_1_영성동 161-7(남부교아래산책로),방범(주택가),10M,KT
1130,천안시,,충청남도 천안시 동남구 삼룡동 252-35,,36.788222,127.162371,2,,,,,,,E16C103-19,E16C103-19_1_삼룡동 252-35(천안 한일교외 위 통학로),방범(주택가),10M,KT
1131,천안시,,충청남도 천안시 동남구 구성동 473-3,,36.797373,127.159985,4,,,,,,,E16C104-16,E16C104-16_1_구성동 473-3(사랑의 교회 앞)_PTZ,방범(주택가),10M,KT
1132,천안시,,충청남도 천안시 동남구 구성동 467-1,,36.795979,127.159582,3,,,,,,,E16C118-16,E16C118-16_1_구성동 467-1(생생낙지구성12길입구_천안반석장로교회방향),방범(주택가),-,행정용 자가망
1133,천안시,,충청남도 천안시 동남구 청수동 184-11,,36.790534,127.154292,3,,,,,,,E16C130-17,E16C130-17_1_청수동 184-11(극동아파트1차와2차시이)_자체저장,방범(주택가),10M,KT
1134,천안시,,충청남도 천안시 동남구 구성동 428-13,,36.797895,127.163812,4,,,,,,,E16C144-19,E16C144-19_1_구성동 428-13(구성의류수선앞),방범(주택가),10M,KT
1135,천안시,,충청남도 천안시 동남구 삼룡동 292-1,,36.784391,127.165238,1,,,,,,,E16C158-15,E16C158-15_1_삼룡동 292-1(도시건설사업소 입구),방범(주택가),10M,LG
1136,천안시,,충청남도 천안시 동남구 신부동 240,,36.831268,127.163144,2,,,,,,,E17C001-04,E17C001-04_1_신부동 240(안서동단대슈퍼)_PTZ,방범(주택가),-,CCTV 자가망
1137,천안시,,충청남도 천안시 동남구 신부동 287-27,,36.827283,127.158808,2,,,,,,,E17C002-09,E17C002-09_1_신부동 287-27(신부동북일고앞)_PTZ,방범(주택가),-,CCTV 자가망
1138,천안시,,충청남도 천안시 동남구 신부동 462-15,,36.818186,127.15765,1,,,,,,,E17C003-04,E17C003-04_1_신부동 462-15(신안동사무소)_PTZ,방범(주택가),-,행정용 자가망
1139,천안시,,충청남도 천안시 동남구 신부동 465-9,,36.817182,127.157139,2,,,,,,,E17C004-13,E17C004-13_1_신부동 465-9(신부동올림피아볼링장)_PTZ,방범(주택가),-,행정용 자가망
1140,천안시,,충청남도 천안시 서북구 성환읍 성환리 372-2,,36.916317,127.132529,1,,,,,,,W18C005-13,W18C005-13_1_성환읍 성환리 372-2(성환터미널 사거리)_PTZ,방범(주택가),10M,LG
1141,천안시,,충청남도 천안시 동남구 안서동 345-23,,36.838827,127.178517,4,,,,,,,E17C006-13,E17C006-13_1_안서동 345-23(대학타운원룸앞)_PTZ,방범(주택가),-,CCTV 자가망
1142,천안시,,충청남도 천안시 동남구 안서동 379-6,,36.841451,127.181133,2,,,,,,,E17C007-04,E17C007-04_1_안서동 379-6(백석대공판장)_PTZ,방범(주택가),-,CCTV 자가망
1143,천안시,,충청남도 천안시 동남구 신부동 840-1,,36.822506,127.155635,3,,,,,,,E17C008-11,E17C008-11_1_신부동 840-1(휴먼시아아파트)_PTZ,방범(주택가),10M,KT
1144,천안시,,충청남도 천안시 동남구 신부동 507-1,,36.818146,127.162993,3,,,,,,,E17C009-11,E17C009-11_1_신부동 507-1(새한빌라)_PTZ,방범(주택가),10M,KT
1145,천안시,,충청남도 천안시 동남구 신부동 503-1,,36.818694,127.161875,3,,,,,,,E17C010-10,E17C010-10_1_신부동 503-1(엄지원룸)_PTZ,방범(주택가),10M,KT
1146,천안시,,충청남도 천안시 동남구 신부동 506-23,,36.81766,127.164254,2,,,,,,,E17C011-09,E17C011-09_1_신부동 506-23(주공2단지)_PTZ,방범(주택가),-,행정용 자가망
1147,천안시,,충청남도 천안시 동남구 신부동 66-3,,36.816191,127.160786,3,,,,,,,E17C012-12,E17C012-12_1_신부동 66-3(법원뒤사거리)_PTZ,방범(주택가),10M,KT
1148,천안시,,충청남도 천안시 동남구 신부동 379-4,,36.817209,127.155181,2,,,,,,,E17C013-13,E17C013-13_1_신부동 379-4(신부동술먹는하마)_PTZ,방범(주택가),-,행정용 자가망
1149,천안시,,충청남도 천안시 동남구 신부동 460-4,,36.818227,127.156398,2,,,,,,,E17C014-10,E17C014-10_1_신부동 460-4(신부동먹자골목)_PTZ,방범(주택가),-,행정용 자가망
1150,천안시,,충청남도 천안시 동남구 신부동 493-5,,36.819579,127.162187,2,,,,,,,E17C015-13,E17C015-13_1_신부동 493-5(신부동색동빌리지)_PTZ,방범(주택가),-,행정용 자가망
1151,천안시,,충청남도 천안시 동남구 신부동 818,,36.82448,127.15766,2,,,,,,,E17C016-11,E17C016-11_1_신부동 818(천안천산책로)_PTZ,방범(주택가),10M,KT
1152,천안시,,충청남도 천안시 동남구 안서동 318-96,,36.831926,127.176817,5,,,,,,,E17C017-04,E17C017-04_1_안서동 318-96(안서초)_PTZ,방범(주택가),-,CCTV 자가망
1153,천안시,,충청남도 천안시 동남구 안서동 326-1,,36.837219,127.174723,3,,,,,,,E17C018-18,E17C018-18_1_안서동 326-1(박스암거_천호저수지방향),방범(주택가),10M,KT
1154,천안시,,충청남도 천안시 동남구 신부동 461-6,,36.818751,127.156377,1,,,,,,,E17C019-13,E17C019-13_1_신부동 461-6(신부동터미널 반대쪽)_PTZ,방범(주택가),-,행정용 자가망
1155,천안시,,충청남도 천안시 동남구 신부동 938,,36.819846,127.150781,3,,,,,,,E17C019-18,E17C019-18_1_신부동 938(일흥빌앞삼거리_천안축구센터방향),방범(주택가),10M,KT
1156,천안시,,충청남도 천안시 동남구 신부동 495-7,,36.818231,127.160761,1,,,,,,,E17C020-08,E17C020-08_1_신부동 495-7(신부동굿모닝한증막)_PTZ,방범(주택가),-,행정용 자가망
1157,천안시,,충청남도 천안시 동남구 신부동 258-5,,36.830234,127.162489,4,,,,,,,E17C020-18,E17C020-18_1_신부동 258-5(현대원룸앞_천안TG방향),방범(주택가),-,CCTV 자가망
1158,천안시,,충청남도 천안시 동남구 신부동 401-12,,36.826786,127.160131,2,,,,,,,E17C021-10,E17C021-10_1_신부동 401-12(신부동정윤아카빌)_PTZ,방범(주택가),-,CCTV 자가망
1159,천안시,,충청남도 천안시 동남구 신부동 592,,36.82286,127.15719,2,,,,,,,E17C021-18,E17C021-18_1_신부동 592(신부3교앞)_PTZ,방범(주택가),10M,KT
1160,천안시,,충청남도 천안시 동남구 신부동 616,,36.822232,127.156909,3,,,,,,,E17C022-12,E17C022-12_1_신부동 616(예은교회앞)_PTZ,방범(주택가),10M,KT
1161,천안시,,충청남도 천안시 동남구 신부동 764,,36.821086,127.156438,3,,,,,,,E17C022-18,E17C022-18_1_신부동 764(논골집앞)_PTZ,방범(주택가),10M,LG
1162,천안시,,충청남도 천안시 동남구 신부동 371-49,,36.81682,127.15389,1,,,,,,,E17C023-18,E17C023-18_1_신부동 371-49(북중길 5-17)_PTZ,방범(주택가),10M,KT
1163,천안시,,충청남도 천안시 동남구 신부동 730,,36.821958,127.157781,2,,,,,,,E17C024-10,E17C024-10_1_신부동 730(신부동우체국)_PTZ,방범(주택가),10M,LG
1164,천안시,,충청남도 천안시 동남구 신부동 387-11,,36.816613,127.153661,2,,,,,,,E17C024-18,E17C024-18_1_신부동 387-11(북중길 5-9),방범(주택가),10M,KT
1165,천안시,,충청남도 천안시 동남구 안서동 363-14,,36.840299,127.175192,1,,,,,,,E17C028-11,E17C028-11_1_안서동 363-14(고속도로밑박스암거입구),방범(주택가),-,CCTV 자가망
1166,천안시,,충청남도 천안시 동남구 신부동 262-1,,36.829124,127.163007,2,,,,,,,E17C033-10,E17C033-10_1_신부동 262-1(단대1로104-13)_PTZ,방범(주택가),-,CCTV 자가망
1167,천안시,,충청남도 천안시 동남구 신부동 247-11,,36.830904,127.160607,2,,,,,,,E17C034-10,E17C034-10_1_신부동 247-11(단대로91-25)_PTZ,방범(주택가),-,CCTV 자가망
1168,천안시,,충청남도 천안시 동남구 신부동 973,,36.822645,127.154194,2,,,,,,,E17C035-10,E17C035-10_1_신부동 973(방죽안1길23)_PTZ,방범(주택가),10M,LG
1169,천안시,,충청남도 천안시 동남구 신부동 287-27,,36.828562,127.159055,2,,,,,,,E17C036-11,E17C036-11_1_신부동 287-27(북일고정문건너편)_PTZ,방범(주택가),-,CCTV 자가망
1170,천안시,,충청남도 천안시 동남구 안서동 373-10,,36.841039,127.177739,4,,,,,,,E17C037-11,E17C037-11_1_안서동 373-10(한홈피스텔앞)_PTZ,방범(주택가),-,CCTV 자가망
1171,천안시,,충청남도 천안시 동남구 신부동 490-22,,36.818215,127.161793,2,,,,,,,E17C038-11,E17C038-11_1_신부동 490-22(도형홈피스텔앞)_PTZ,방범(주택가),10M,KT
1172,천안시,,충청남도 천안시 동남구 신부동 325-2,,36.821037,127.153541,2,,,,,,,E17C039-12,E17C039-12_1_신부동 325-2(신성훼미리 앞),방범(주택가),10M,KT
1173,천안시,,충청남도 천안시 동남구 신부동 493-17,,36.819193,127.161806,3,,,,,,,E17C040-12,E17C040-12_1_신부동 493-17(장군빌라 앞),방범(주택가),10M,KT
1174,천안시,,충청남도 천안시 동남구 신부동 387-16,,36.816258,127.154436,2,,,,,,,E17C041-12,E17C041-12_1_신부동 387-16(미영식당 앞),방범(주택가),10M,KT
1175,천안시,,충청남도 천안시 동남구 안서동 526-46,,36.83851,127.175683,2,,,,,,,E17C042-13,E17C042-13_1_안서동 526-46(차량번호인식),방범(주택가),-,CCTV 자가망
1176,천안시,,충청남도 천안시 동남구 안서동 516-5,,36.831186,127.174447,2,,,,,,,E17C043-13,E17C043-13_1_안서동 516-5(상암 제 2교 앞),방범(주택가),-,CCTV 자가망
1177,천안시,,충청남도 천안시 동남구 신부동 475-4,,36.816577,127.158823,3,,,,,,,E17C044-14,E17C044-14_1_신부동 475-4(로즈힐 앞),방범(주택가),10M,KT
1178,천안시,,충청남도 천안시 동남구 신부동 498-6,,36.819324,127.16335,3,,,,,,,E17C045-14,E17C045-14_1_신부동 498-6(종합상사 옆),방범(주택가),10M,KT
1179,천안시,,충청남도 천안시 동남구 신부동 370-6,,36.81759,127.152694,2,,,,,,,E17C045-16,E17C045-16_1_신부동 370-6(서울한의원옆)_PTZ,방범(주택가),10M,KT
1180,천안시,,충청남도 천안시 동남구 신부동 493-3,,36.81962,127.161122,3,,,,,,,E17C046-14,E17C046-14_1_신부동 493-3(삼화빌 앞),방범(주택가),10M,KT
1181,천안시,,충청남도 천안시 동남구 신부동 77-11,,36.813731,127.158925,3,,,,,,,E17C046-16,E17C046-16_1_신부동 77-11(천광빌라진입부_천안공업고등학교방향),방범(주택가),10M,KT
1182,천안시,,충청남도 천안시 동남구 신부동 386-26,,36.816235,127.157033,3,,,,,,,E17C046-17,E17C046-17_1_신부동 386-26(아너스빌서북측_신안동행정복지센터방향),방범(주택가),10M,KT
1183,천안시,,충청남도 천안시 동남구 신부동 386-89,,36.816696,127.156394,2,,,,,,,E17C047-14,E17C047-14_1_신부동 386-89(신안교회 앞)_자체저장,방범(주택가),10M,KT
1184,천안시,,충청남도 천안시 동남구 안서동 542-10,,36.83109,127.17777,5,,,,,,,E17C047-16,E17C047-16_1_안서동 542-10(동보아파트버스정류장인근)_PTZ,방범(주택가),-,CCTV 자가망
1185,천안시,,충청남도 천안시 동남구 신부동 328-17,,36.820419,127.15293,4,,,,,,,E17C047-17,E17C047-17_1_신부동 328-17(CU신부스타점앞_동아태조아파트방향),방범(주택가),10M,KT
1186,천안시,,충청남도 천안시 동남구 신부동 387-163,,36.81538,127.155016,1,,,,,,,E17C048-14,E17C048-14_1_신부동 387-163(서울 성락교회 옆)_자체저장,방범(주택가),10M,KT
1187,천안시,,충청남도 천안시 동남구 신부동 72-22,,36.816194,127.158911,3,,,,,,,E17C048-17,E17C048-17_1_신부동 72-22(동양연립가동과라동의사이길_천안중앙고등학교방향),방범(주택가),10M,KT
1188,천안시,,충청남도 천안시 동남구 신부동 56-32,,36.815294,127.164359,1,,,,,,,E17C049-14,E17C049-14_1_신부동 56-32(맘뜨락 옆)_자체저장,방범(주택가),10M,KT
1189,천안시,,충청남도 천안시 동남구 신부동 395-1,,36.819983,127.151064,1,,,,,,,E17C049-15,E17C049-15_1_신부동 395-1(재활용센터앞)_PTZ,방범(주택가),10M,KT
1190,천안시,,충청남도 천안시 동남구 신부동 77-2,,36.814585,127.159972,3,,,,,,,E17C049-17,E17C049-17_1_신부동 77-2(예루살렘감리교회앞사거리_천안신안고등학교방향),방범(주택가),10M,KT
1191,천안시,,충청남도 천안시 동남구 신부동 191-6,,36.829347,127.16745,1,,,,,,,E17C050-15,E17C050-15_1_신부동 191-6(신부8동노인회관앞)_PTZ,방범(주택가),-,CCTV 자가망
1192,천안시,,충청남도 천안시 동남구 안서동 363-10,,36.84052,127.176306,3,,,,,,,E17C050-17,E17C050-17_1_안서동 363-10(박스암거_안서금호어울림아파트방향),방범(주택가),-,CCTV 자가망
1193,천안시,,충청남도 천안시 동남구 신부동 470-1,,36.818139,127.158925,3,,,,,,,E17C051-15,E17C051-15_1_신부동 470-1(신부문화회관위)_PTZ,방범(주택가),10M,KT
1194,천안시,,충청남도 천안시 동남구 안서동 526-64,,36.839736,127.178947,4,,,,,,,E17C051-17,E17C051-17_1_안서동 526-64(안서4통마을회관앞)_PTZ,방범(주택가),-,CCTV 자가망
